,raceId,driverId,lap,position,time,milliseconds
12589,1000,154,32,12,1:24.426,84426
12712,1000,154,33,12,1:24.981,84981
12918,1000,154,34,12,1:26.126,86126
12582,1000,154,35,12,1:24.391,84391
12682,1000,154,36,12,1:24.788,84788
12591,1000,154,37,12,1:24.434,84434
12771,1000,154,38,12,1:25.173,85173
12913,1000,154,39,11,1:26.052,86052
12848,1000,154,40,11,1:25.530,85530
12537,1000,154,41,11,1:24.198,84198
12548,1000,154,42,11,1:24.236,84236
12477,1000,154,43,11,1:24.000,84000
13003,1000,154,44,11,1:27.279,87279
12440,1000,154,45,11,1:23.870,83870
12653,1000,154,46,11,1:24.673,84673
12551,1000,154,47,11,1:24.242,84242
12290,1000,154,48,11,1:23.292,83292
12197,1000,154,49,11,1:23.011,83011
13112,1000,154,50,10,1:41.437,101437
13045,1000,154,51,10,1:29.872,89872
12157,1000,154,52,10,1:22.818,82818
12169,1000,154,53,10,1:22.898,82898
12182,1000,154,54,10,1:22.961,82961
12153,1000,154,55,10,1:22.798,82798
12371,1000,154,56,10,1:23.634,83634
12308,1000,154,57,10,1:23.352,83352
12103,1000,154,58,10,1:22.606,82606
12792,1000,154,59,10,1:25.254,85254
12163,1000,154,60,10,1:22.866,82866
12132,1000,154,61,10,1:22.740,82740
12221,1000,154,62,10,1:23.085,83085
12405,1000,154,63,10,1:23.750,83750
12181,1000,154,64,10,1:22.959,82959
12256,1000,154,65,10,1:23.176,83176
12159,1000,154,66,10,1:22.848,82848
12340,1000,154,67,10,1:23.463,83463
12267,1000,154,68,10,1:23.213,83213
12507,1000,154,69,10,1:24.111,84111
12507,1000,154,70,10,1:24.111,84111
13072,1000,807,1,10,1:34.613,94613
12972,1000,807,2,10,1:26.727,86727
12961,1000,807,3,10,1:26.672,86672
12942,1000,807,4,10,1:26.393,86393
12869,1000,807,5,10,1:25.703,85703
13082,1000,807,6,9,1:36.432,96432
13051,1000,807,7,9,1:30.794,90794
12819,1000,807,8,9,1:25.354,85354
12705,1000,807,9,9,1:24.955,84955
12822,1000,807,10,9,1:25.362,85362
12733,1000,807,11,9,1:25.043,85043
12772,1000,807,12,9,1:25.177,85177
12864,1000,807,13,10,1:25.678,85678
12735,1000,807,14,10,1:25.048,85048
12739,1000,807,15,10,1:25.060,85060
12719,1000,807,16,10,1:24.997,84997
12750,1000,807,17,10,1:25.104,85104
12731,1000,807,18,10,1:25.028,85028
12616,1000,807,19,10,1:24.540,84540
12564,1000,807,20,10,1:24.282,84282
12601,1000,807,21,10,1:24.481,84481
12655,1000,807,22,10,1:24.685,84685
12962,1000,807,23,11,1:26.677,86677
13109,1000,807,24,14,1:41.024,101024
12711,1000,807,25,14,1:24.979,84979
12673,1000,807,26,14,1:24.756,84756
12421,1000,807,27,14,1:23.801,83801
12408,1000,807,28,14,1:23.758,83758
12547,1000,807,29,14,1:24.227,84227
12722,1000,807,30,14,1:25.003,85003
12963,1000,807,31,14,1:26.679,86679
12555,1000,807,32,14,1:24.250,84250
12618,1000,807,33,14,1:24.542,84542
12615,1000,807,34,14,1:24.533,84533
12592,1000,807,35,14,1:24.440,84440
12570,1000,807,36,14,1:24.316,84316
12541,1000,807,37,14,1:24.209,84209
12924,1000,807,38,14,1:26.220,86220
12643,1000,807,39,14,1:24.644,84644
12685,1000,807,40,13,1:24.820,84820
12695,1000,807,41,13,1:24.899,84899
12995,1000,807,42,13,1:27.027,87027
12623,1000,807,43,13,1:24.563,84563
12513,1000,807,44,13,1:24.127,84127
12500,1000,807,45,13,1:24.088,84088
12579,1000,807,46,13,1:24.359,84359
12468,1000,807,47,13,1:23.979,83979
12910,1000,807,48,13,1:26.031,86031
12404,1000,807,49,13,1:23.741,83741
13116,1000,807,50,12,1:41.926,101926
13119,1000,807,51,14,1:42.149,102149
12060,1000,807,52,14,1:22.423,82423
12140,1000,807,53,14,1:22.761,82761
11965,1000,807,54,13,1:21.685,81685
12048,1000,807,55,13,1:22.384,82384
12203,1000,807,56,13,1:23.029,83029
12204,1000,807,57,13,1:23.038,83038
12331,1000,807,58,13,1:23.440,83440
12656,1000,807,59,13,1:24.695,84695
12382,1000,807,60,13,1:23.671,83671
12067,1000,807,61,13,1:22.466,82466
12015,1000,807,62,13,1:22.137,82137
12119,1000,807,63,13,1:22.664,82664
12258,1000,807,64,13,1:23.180,83180
12412,1000,807,65,13,1:23.764,83764
11937,1000,807,66,12,1:21.361,81361
11936,1000,807,67,12,1:21.340,81340
11945,1000,807,68,12,1:21.428,81428
11929,1000,807,69,12,1:21.261,81261
11929,1000,807,70,12,1:21.261,81261
13088,1000,815,1,15,1:37.644,97644
13018,1000,815,2,15,1:27.807,87807
13026,1000,815,3,16,1:28.008,88008
12992,1000,815,4,16,1:26.969,86969
12922,1000,815,5,16,1:26.158,86158
13098,1000,815,6,15,1:39.474,99474
13040,1000,815,7,15,1:29.261,89261
12958,1000,815,8,15,1:26.613,86613
12907,1000,815,9,15,1:25.999,85999
12911,1000,815,10,15,1:26.040,86040
12894,1000,815,11,15,1:25.883,85883
12850,1000,815,12,15,1:25.550,85550
12784,1000,815,13,15,1:25.216,85216
12812,1000,815,14,15,1:25.329,85329
12726,1000,815,15,15,1:25.013,85013
12730,1000,815,16,15,1:25.027,85027
12760,1000,815,17,15,1:25.136,85136
12721,1000,815,18,15,1:25.002,85002
12637,1000,815,19,15,1:24.613,84613
12688,1000,815,20,15,1:24.838,84838
12706,1000,815,21,15,1:24.957,84957
12989,1000,815,22,15,1:26.926,86926
13126,1000,815,23,18,1:43.615,103615
12740,1000,815,24,18,1:25.061,85061
12446,1000,815,25,17,1:23.901,83901
12605,1000,815,26,17,1:24.489,84489
12768,1000,815,27,17,1:25.155,85155
12823,1000,815,28,17,1:25.373,85373
12954,1000,815,29,17,1:26.586,86586
12535,1000,815,30,16,1:24.195,84195
12539,1000,815,31,16,1:24.207,84207
12494,1000,815,32,15,1:24.070,84070
12425,1000,815,33,15,1:23.813,83813
12473,1000,815,34,15,1:23.991,83991
12444,1000,815,35,15,1:23.888,83888
12445,1000,815,36,15,1:23.893,83893
13002,1000,815,37,15,1:27.269,87269
12460,1000,815,38,15,1:23.942,83942
12367,1000,815,39,15,1:23.603,83603
12876,1000,815,40,14,1:25.737,85737
12540,1000,815,41,14,1:24.207,84207
12858,1000,815,42,15,1:25.648,85648
12433,1000,815,43,15,1:23.853,83853
12849,1000,815,44,15,1:25.538,85538
12478,1000,815,45,15,1:24.023,84023
12495,1000,815,46,15,1:24.073,84073
12388,1000,815,47,15,1:23.680,83680
12485,1000,815,48,15,1:24.054,84054
12693,1000,815,49,15,1:24.882,84882
13130,1000,815,50,14,1:46.036,106036
12462,1000,815,51,13,1:23.952,83952
12286,1000,815,52,13,1:23.286,83286
12296,1000,815,53,13,1:23.308,83308
12635,1000,815,54,14,1:24.607,84607
12361,1000,815,55,14,1:23.575,83575
12277,1000,815,56,14,1:23.263,83263
12280,1000,815,57,14,1:23.267,83267
12310,1000,815,58,14,1:23.356,83356
12302,1000,815,59,14,1:23.330,83330
12354,1000,815,60,14,1:23.546,83546
12292,1000,815,61,14,1:23.298,83298
12348,1000,815,62,14,1:23.497,83497
12355,1000,815,63,14,1:23.565,83565
12294,1000,815,64,14,1:23.303,83303
12368,1000,815,65,14,1:23.609,83609
12349,1000,815,66,14,1:23.504,83504
12935,1000,815,67,14,1:26.312,86312
12503,1000,815,68,14,1:24.093,84093
12476,1000,815,69,14,1:23.997,83997
12476,1000,815,70,14,1:23.997,83997
13091,1000,817,1,16,1:38.170,98170
13014,1000,817,2,16,1:27.650,87650
12957,1000,817,3,15,1:26.612,86612
12883,1000,817,4,14,1:25.779,85779
12968,1000,817,5,14,1:26.692,86692
13086,1000,817,6,12,1:37.472,97472
13048,1000,817,7,12,1:30.637,90637
12853,1000,817,8,12,1:25.607,85607
12248,1000,817,9,11,1:23.159,83159
12497,1000,817,10,11,1:24.078,84078
12188,1000,817,11,10,1:22.988,82988
12683,1000,817,12,10,1:24.792,84792
12427,1000,817,13,9,1:23.821,83821
12198,1000,817,14,8,1:23.017,83017
12576,1000,817,15,8,1:24.350,84350
12050,1000,817,16,7,1:22.397,82397
12098,1000,817,17,7,1:22.598,82598
12222,1000,817,18,7,1:23.088,83088
12474,1000,817,19,7,1:23.994,83994
12629,1000,817,20,7,1:24.582,84582
12108,1000,817,21,6,1:22.624,82624
12040,1000,817,22,6,1:22.323,82323
12049,1000,817,23,6,1:22.395,82395
12101,1000,817,24,6,1:22.601,82601
12243,1000,817,25,6,1:23.144,83144
12300,1000,817,26,6,1:23.320,83320
11993,1000,817,27,5,1:21.977,81977
12027,1000,817,28,5,1:22.216,82216
12019,1000,817,29,5,1:22.180,82180
12045,1000,817,30,5,1:22.367,82367
12112,1000,817,31,5,1:22.641,82641
12090,1000,817,32,5,1:22.573,82573
12125,1000,817,33,5,1:22.709,82709
12519,1000,817,34,5,1:24.141,84141
12173,1000,817,35,5,1:22.912,82912
12110,1000,817,36,5,1:22.634,82634
12029,1000,817,37,5,1:22.222,82222
12177,1000,817,38,5,1:22.933,82933
12235,1000,817,39,4,1:23.126,83126
12323,1000,817,40,4,1:23.404,83404
12327,1000,817,41,4,1:23.417,83417
12175,1000,817,42,4,1:22.924,82924
12136,1000,817,43,4,1:22.750,82750
12780,1000,817,44,4,1:25.206,85206
13105,1000,817,45,5,1:40.548,100548
11903,1000,817,46,5,1:20.012,80012
11956,1000,817,47,5,1:21.585,81585
11940,1000,817,48,5,1:21.383,81383
12002,1000,817,49,5,1:22.024,82024
11959,1000,817,50,5,1:21.636,81636
13129,1000,817,51,5,1:44.904,104904
11998,1000,817,52,5,1:22.005,82005
11913,1000,817,53,5,1:20.819,80819
11921,1000,817,54,5,1:21.082,81082
11957,1000,817,55,5,1:21.606,81606
11986,1000,817,56,5,1:21.911,81911
12003,1000,817,57,5,1:22.042,82042
11962,1000,817,58,5,1:21.656,81656
11952,1000,817,59,5,1:21.511,81511
11966,1000,817,60,5,1:21.719,81719
11982,1000,817,61,5,1:21.862,81862
11905,1000,817,62,5,1:20.039,80039
11904,1000,817,63,5,1:20.036,80036
11925,1000,817,64,5,1:21.153,81153
11922,1000,817,65,5,1:21.098,81098
11961,1000,817,66,5,1:21.646,81646
12422,1000,817,67,5,1:23.808,83808
13030,1000,817,68,5,1:28.112,88112
12741,1000,817,69,5,1:25.068,85068
12312,1000,817,70,4,1:23.359,83359
13015,1000,822,1,2,1:27.778,87778
12417,1000,822,2,2,1:23.788,83788
12336,1000,822,3,2,1:23.455,83455
12439,1000,822,4,2,1:23.869,83869
12498,1000,822,5,2,1:24.080,84080
13037,1000,822,6,2,1:28.724,88724
13075,1000,822,7,2,1:35.017,95017
12363,1000,822,8,2,1:23.593,83593
12337,1000,822,9,2,1:23.456,83456
12434,1000,822,10,2,1:23.855,83855
12373,1000,822,11,2,1:23.641,83641
12380,1000,822,12,2,1:23.666,83666
12245,1000,822,13,2,1:23.149,83149
12402,1000,822,14,2,1:23.725,83725
12651,1000,822,15,2,1:24.666,84666
13099,1000,822,16,4,1:39.520,99520
12122,1000,822,17,4,1:22.684,82684
12016,1000,822,18,3,1:22.142,82142
12139,1000,822,19,3,1:22.758,82758
12253,1000,822,20,3,1:23.172,83172
12318,1000,822,21,3,1:23.376,83376
12303,1000,822,22,3,1:23.336,83336
12366,1000,822,23,3,1:23.599,83599
12246,1000,822,24,3,1:23.155,83155
12206,1000,822,25,3,1:23.041,83041
12190,1000,822,26,3,1:22.997,82997
12154,1000,822,27,3,1:22.809,82809
12217,1000,822,28,3,1:23.073,83073
12224,1000,822,29,3,1:23.095,83095
12289,1000,822,30,3,1:23.292,83292
12466,1000,822,31,3,1:23.971,83971
12403,1000,822,32,3,1:23.730,83730
12249,1000,822,33,3,1:23.160,83160
12231,1000,822,34,3,1:23.116,83116
12171,1000,822,35,3,1:22.901,82901
12102,1000,822,36,3,1:22.602,82602
12068,1000,822,37,3,1:22.468,82468
11978,1000,822,38,3,1:21.842,81842
11968,1000,822,39,3,1:21.736,81736
12024,1000,822,40,2,1:22.201,82201
12014,1000,822,41,2,1:22.128,82128
12091,1000,822,42,2,1:22.574,82574
12162,1000,822,43,2,1:22.866,82866
12053,1000,822,44,2,1:22.402,82402
12104,1000,822,45,2,1:22.610,82610
12254,1000,822,46,2,1:23.173,83173
12006,1000,822,47,2,1:22.083,82083
11997,1000,822,48,2,1:21.985,81985
12093,1000,822,49,2,1:22.579,82579
12315,1000,822,50,2,1:23.371,83371
13074,1000,822,51,2,1:34.911,94911
13060,1000,822,52,2,1:32.179,92179
12025,1000,822,53,2,1:22.206,82206
11983,1000,822,54,2,1:21.866,81866
12095,1000,822,55,2,1:22.583,82583
11996,1000,822,56,2,1:21.983,81983
12018,1000,822,57,2,1:22.163,82163
12089,1000,822,58,2,1:22.569,82569
12020,1000,822,59,2,1:22.186,82186
12017,1000,822,60,2,1:22.155,82155
12092,1000,822,61,2,1:22.574,82574
12149,1000,822,62,2,1:22.791,82791
12134,1000,822,63,2,1:22.750,82750
12207,1000,822,64,2,1:23.045,83045
13035,1000,822,65,4,1:28.397,88397
12677,1000,822,66,4,1:24.769,84769
12715,1000,822,67,4,1:24.985,84985
12943,1000,822,68,4,1:26.408,86408
12955,1000,822,69,4,1:26.592,86592
13005,1000,822,70,5,1:27.306,87306
13063,1000,825,1,7,1:32.457,92457
12921,1000,825,2,7,1:26.151,86151
12898,1000,825,3,7,1:25.914,85914
12845,1000,825,4,7,1:25.505,85505
12753,1000,825,5,7,1:25.117,85117
13067,1000,825,6,6,1:33.281,93281
13064,1000,825,7,6,1:32.847,92847
12700,1000,825,8,6,1:24.927,84927
12697,1000,825,9,6,1:24.902,84902
12744,1000,825,10,6,1:25.077,85077
12640,1000,825,11,6,1:24.626,84626
12575,1000,825,12,6,1:24.338,84338
12566,1000,825,13,6,1:24.287,84287
12483,1000,825,14,6,1:24.054,84054
12510,1000,825,15,5,1:24.118,84118
12598,1000,825,16,5,1:24.468,84468
12868,1000,825,17,6,1:25.702,85702
12558,1000,825,18,6,1:24.265,84265
12572,1000,825,19,6,1:24.319,84319
12636,1000,825,20,6,1:24.608,84608
12897,1000,825,21,7,1:25.906,85906
12578,1000,825,22,7,1:24.357,84357
12577,1000,825,23,7,1:24.352,84352
12455,1000,825,24,7,1:23.924,83924
12545,1000,825,25,7,1:24.223,84223
12398,1000,825,26,7,1:23.709,83709
12390,1000,825,27,7,1:23.694,83694
12450,1000,825,28,7,1:23.909,83909
12509,1000,825,29,7,1:24.116,84116
12600,1000,825,30,7,1:24.478,84478
12967,1000,825,31,7,1:26.692,86692
13127,1000,825,32,9,1:43.966,103966
12164,1000,825,33,9,1:22.869,82869
12338,1000,825,34,9,1:23.457,83457
12265,1000,825,35,9,1:23.210,83210
12268,1000,825,36,9,1:23.216,83216
12324,1000,825,37,9,1:23.407,83407
12305,1000,825,38,9,1:23.341,83341
12247,1000,825,39,9,1:23.159,83159
12301,1000,825,40,8,1:23.328,83328
12191,1000,825,41,7,1:23.000,83000
12275,1000,825,42,7,1:23.256,83256
12264,1000,825,43,7,1:23.209,83209
12233,1000,825,44,7,1:23.123,83123
12176,1000,825,45,7,1:22.925,82925
12328,1000,825,46,7,1:23.423,83423
12238,1000,825,47,7,1:23.130,83130
12130,1000,825,48,7,1:22.739,82739
12179,1000,825,49,7,1:22.945,82945
13039,1000,825,50,7,1:28.946,88946
13097,1000,825,51,7,1:39.434,99434
12269,1000,825,52,7,1:23.224,83224
12038,1000,825,53,7,1:22.297,82297
12144,1000,825,54,7,1:22.788,82788
12037,1000,825,55,7,1:22.287,82287
12007,1000,825,56,7,1:22.083,82083
11988,1000,825,57,7,1:21.932,81932
11979,1000,825,58,7,1:21.846,81846
11969,1000,825,59,7,1:21.747,81747
11934,1000,825,60,7,1:21.302,81302
11953,1000,825,61,7,1:21.535,81535
11955,1000,825,62,7,1:21.577,81577
11946,1000,825,63,7,1:21.433,81433
11971,1000,825,64,7,1:21.780,81780
12055,1000,825,65,7,1:22.408,82408
12223,1000,825,66,7,1:23.093,83093
12544,1000,825,67,7,1:24.222,84222
12723,1000,825,68,7,1:25.005,85005
12588,1000,825,69,7,1:24.421,84421
12588,1000,825,70,7,1:24.421,84421
13096,1000,828,1,18,1:39.158,99158
13029,1000,828,2,18,1:28.068,88068
13031,1000,828,3,18,1:28.125,88125
12993,1000,828,4,18,1:26.975,86975
12997,1000,828,5,18,1:27.069,87069
13110,1000,828,6,18,1:41.139,101139
13128,1000,828,7,18,1:44.012,104012
12686,1000,828,8,18,1:24.823,84823
12699,1000,828,9,18,1:24.921,84921
12769,1000,828,10,18,1:25.161,85161
12755,1000,828,11,18,1:25.127,85127
12766,1000,828,12,18,1:25.150,85150
12749,1000,828,13,18,1:25.095,85095
12764,1000,828,14,18,1:25.145,85145
12778,1000,828,15,18,1:25.196,85196
12742,1000,828,16,18,1:25.068,85068
12720,1000,828,17,18,1:25.001,85001
12745,1000,828,18,18,1:25.083,85083
12729,1000,828,19,18,1:25.024,85024
12795,1000,828,20,18,1:25.263,85263
12830,1000,828,21,18,1:25.390,85390
12981,1000,828,22,18,1:26.828,86828
12878,1000,828,23,17,1:25.738,85738
12996,1000,828,24,17,1:27.027,87027
12994,1000,828,25,18,1:26.984,86984
12843,1000,828,26,18,1:25.492,85492
12933,1000,828,27,18,1:26.300,86300
12786,1000,828,28,18,1:25.218,85218
12815,1000,828,29,18,1:25.350,85350
12827,1000,828,30,18,1:25.382,85382
12810,1000,828,31,18,1:25.327,85327
13010,1000,828,32,17,1:27.512,87512
12976,1000,828,33,17,1:26.781,86781
12900,1000,828,34,17,1:25.932,85932
12846,1000,828,35,17,1:25.512,85512
12783,1000,828,36,17,1:25.213,85213
12833,1000,828,37,17,1:25.424,85424
12825,1000,828,38,17,1:25.373,85373
12964,1000,828,39,17,1:26.683,86683
12834,1000,828,40,17,1:25.427,85427
12806,1000,828,41,17,1:25.302,85302
12777,1000,828,42,17,1:25.195,85195
12708,1000,828,43,17,1:24.960,84960
12836,1000,828,44,17,1:25.436,85436
12885,1000,828,45,17,1:25.806,85806
12816,1000,828,46,17,1:25.350,85350
12930,1000,828,47,16,1:26.284,86284
12521,1000,828,48,16,1:24.150,84150
13046,1000,828,49,16,1:30.023,90023
13106,1000,828,50,15,1:40.558,100558
12431,1000,828,51,15,1:23.851,83851
12386,1000,828,52,15,1:23.676,83676
12384,1000,828,53,15,1:23.671,83671
12929,1000,828,54,15,1:26.281,86281
12515,1000,828,55,15,1:24.128,84128
12856,1000,828,56,15,1:25.634,85634
12443,1000,828,57,15,1:23.879,83879
12516,1000,828,58,15,1:24.131,84131
12527,1000,828,59,15,1:24.166,84166
12522,1000,828,60,15,1:24.152,84152
12488,1000,828,61,15,1:24.060,84060
12554,1000,828,62,15,1:24.248,84248
12632,1000,828,63,15,1:24.602,84602
13019,1000,828,64,15,1:27.840,87840
12761,1000,828,65,15,1:25.141,85141
12727,1000,828,66,15,1:25.013,85013
12717,1000,828,67,15,1:24.991,84991
12867,1000,828,68,15,1:25.701,85701
12867,1000,828,69,15,1:25.701,85701
12867,1000,828,70,15,1:25.701,85701
13052,1000,830,1,5,1:30.809,90809
12639,1000,830,2,5,1:24.621,84621
12603,1000,830,3,5,1:24.485,84485
12525,1000,830,4,5,1:24.159,84159
12471,1000,830,5,5,1:23.985,83985
13068,1000,832,1,8,1:33.321,93321
12948,1000,832,2,8,1:26.480,86480
12937,1000,832,3,8,1:26.336,86336
12890,1000,832,4,8,1:25.863,85863
12881,1000,832,5,8,1:25.753,85753
13073,1000,832,6,7,1:34.839,94839
13055,1000,832,7,7,1:31.103,91103
12797,1000,832,8,7,1:25.271,85271
12796,1000,832,9,7,1:25.270,85270
12785,1000,832,10,7,1:25.218,85218
12832,1000,832,11,7,1:25.405,85405
12794,1000,832,12,7,1:25.260,85260
12649,1000,832,13,7,1:24.661,84661
12583,1000,832,14,7,1:24.410,84410
12747,1000,832,15,7,1:25.094,85094
12945,1000,832,16,8,1:26.454,86454
12667,1000,832,17,8,1:24.730,84730
12596,1000,832,18,8,1:24.461,84461
12610,1000,832,19,8,1:24.520,84520
12584,1000,832,20,8,1:24.410,84410
12550,1000,832,21,8,1:24.240,84240
12492,1000,832,22,8,1:24.066,84066
12573,1000,832,23,8,1:24.323,84323
12506,1000,832,24,8,1:24.108,84108
12959,1000,832,25,8,1:26.626,86626
13121,1000,832,26,12,1:42.309,102309
12432,1000,832,27,12,1:23.853,83853
12520,1000,832,28,12,1:24.150,84150
12536,1000,832,29,12,1:24.196,84196
12585,1000,832,30,11,1:24.414,84414
12565,1000,832,31,11,1:24.284,84284
12599,1000,832,32,11,1:24.471,84471
12689,1000,832,33,11,1:24.851,84851
12604,1000,832,34,11,1:24.487,84487
12952,1000,832,35,11,1:26.548,86548
12568,1000,832,36,11,1:24.300,84300
12659,1000,832,37,11,1:24.699,84699
12788,1000,832,38,11,1:25.230,85230
12925,1000,832,39,10,1:26.221,86221
12272,1000,832,40,10,1:23.232,83232
12917,1000,832,41,10,1:26.114,86114
12437,1000,832,42,10,1:23.866,83866
12419,1000,832,43,10,1:23.797,83797
12502,1000,832,44,10,1:24.092,84092
12931,1000,832,45,10,1:26.287,86287
12820,1000,832,46,10,1:25.356,85356
12377,1000,832,47,10,1:23.656,83656
12381,1000,832,48,10,1:23.669,83669
12341,1000,832,49,10,1:23.465,83465
13115,1000,832,50,9,1:41.746,101746
12982,1000,832,51,9,1:26.874,86874
12698,1000,832,52,9,1:24.906,84906
12284,1000,832,53,9,1:23.283,83283
12215,1000,832,54,9,1:23.070,83070
12189,1000,832,55,9,1:22.992,82992
12209,1000,832,56,9,1:23.052,83052
12199,1000,832,57,9,1:23.020,83020
12142,1000,832,58,9,1:22.774,82774
12187,1000,832,59,9,1:22.986,82986
12829,1000,832,60,9,1:25.388,85388
12208,1000,832,61,9,1:23.050,83050
12156,1000,832,62,9,1:22.817,82817
12257,1000,832,63,9,1:23.178,83178
12281,1000,832,64,9,1:23.276,83276
12202,1000,832,65,9,1:23.028,83028
12274,1000,832,66,9,1:23.245,83245
12463,1000,832,67,9,1:23.955,83955
12435,1000,832,68,9,1:23.860,83860
12556,1000,832,69,9,1:24.255,84255
12556,1000,832,70,9,1:24.255,84255
13083,1000,838,1,13,1:36.520,96520
13012,1000,838,2,13,1:27.599,87599
12991,1000,838,3,13,1:26.967,86967
12973,1000,838,4,13,1:26.737,86737
12971,1000,838,5,13,1:26.708,86708
13093,1000,838,6,13,1:38.714,98714
13049,1000,838,7,13,1:30.746,90746
12920,1000,838,8,13,1:26.145,86145
12873,1000,838,9,13,1:25.713,85713
12915,1000,838,10,13,1:26.084,86084
12835,1000,838,11,13,1:25.432,85432
12701,1000,838,12,13,1:24.934,84934
12718,1000,838,13,13,1:24.996,84996
12687,1000,838,14,13,1:24.828,84828
12670,1000,838,15,13,1:24.748,84748
12652,1000,838,16,13,1:24.670,84670
12666,1000,838,17,13,1:24.727,84727
12642,1000,838,18,13,1:24.642,84642
12641,1000,838,19,13,1:24.638,84638
12593,1000,838,20,13,1:24.443,84443
12587,1000,838,21,13,1:24.420,84420
12532,1000,838,22,13,1:24.185,84185
12560,1000,838,23,13,1:24.277,84277
12534,1000,838,24,12,1:24.190,84190
12553,1000,838,25,11,1:24.248,84248
12491,1000,838,26,10,1:24.062,84062
12429,1000,838,27,10,1:23.831,83831
12415,1000,838,28,10,1:23.784,83784
12441,1000,838,29,10,1:23.877,83877
12414,1000,838,30,9,1:23.775,83775
12413,1000,838,31,9,1:23.773,83773
12375,1000,838,32,8,1:23.648,83648
12411,1000,838,33,8,1:23.762,83762
12424,1000,838,34,8,1:23.811,83811
12401,1000,838,35,8,1:23.724,83724
12320,1000,838,36,8,1:23.389,83389
12314,1000,838,37,8,1:23.369,83369
12333,1000,838,38,8,1:23.444,83444
12364,1000,838,39,8,1:23.594,83594
12889,1000,838,40,7,1:25.839,85839
13113,1000,838,41,9,1:41.517,101517
12426,1000,838,42,9,1:23.821,83821
12839,1000,838,43,9,1:25.461,85461
12517,1000,838,44,9,1:24.132,84132
12418,1000,838,45,9,1:23.796,83796
12219,1000,838,46,9,1:23.077,83077
12226,1000,838,47,9,1:23.097,83097
12220,1000,838,48,9,1:23.080,83080
12990,1000,838,49,9,1:26.939,86939
13085,1000,839,1,14,1:37.181,97181
13017,1000,839,2,14,1:27.796,87796
13000,1000,839,3,14,1:27.147,87147
13004,1000,839,4,15,1:27.296,87296
12960,1000,839,5,15,1:26.650,86650
13094,1000,839,6,14,1:38.739,98739
13047,1000,839,7,14,1:30.179,90179
12939,1000,839,8,14,1:26.358,86358
12891,1000,839,9,14,1:25.863,85863
12912,1000,839,10,14,1:26.049,86049
12875,1000,839,11,14,1:25.720,85720
12801,1000,839,12,14,1:25.281,85281
12738,1000,839,13,14,1:25.056,85056
12798,1000,839,14,14,1:25.273,85273
12709,1000,839,15,14,1:24.962,84962
12759,1000,839,16,14,1:25.135,85135
12724,1000,839,17,14,1:25.010,85010
12728,1000,839,18,14,1:25.014,85014
12671,1000,839,19,14,1:24.750,84750
12614,1000,839,20,14,1:24.526,84526
12678,1000,839,21,14,1:24.775,84775
12672,1000,839,22,14,1:24.755,84755
12663,1000,839,23,14,1:24.719,84719
12634,1000,839,24,13,1:24.606,84606
12654,1000,839,25,12,1:24.675,84675
12606,1000,839,26,11,1:24.494,84494
12612,1000,839,27,11,1:24.522,84522
12557,1000,839,28,11,1:24.264,84264
12676,1000,839,29,11,1:24.766,84766
12574,1000,839,30,10,1:24.330,84330
12619,1000,839,31,10,1:24.543,84543
12658,1000,839,32,10,1:24.696,84696
12648,1000,839,33,10,1:24.654,84654
12679,1000,839,34,10,1:24.775,84775
12691,1000,839,35,10,1:24.868,84868
12638,1000,839,36,10,1:24.616,84616
12923,1000,839,37,10,1:26.185,86185
12841,1000,839,38,10,1:25.478,85478
13032,1000,839,39,12,1:28.220,88220
13124,1000,839,40,15,1:42.945,102945
12607,1000,839,41,15,1:24.504,84504
12395,1000,839,42,14,1:23.707,83707
12457,1000,839,43,14,1:23.925,83925
12870,1000,839,44,14,1:25.703,85703
12454,1000,839,45,14,1:23.923,83923
12475,1000,839,46,14,1:23.997,83997
12339,1000,839,47,14,1:23.457,83457
12319,1000,839,48,14,1:23.387,83387
12347,1000,839,49,14,1:23.489,83489
13132,1000,839,50,13,1:46.822,106822
12508,1000,839,51,12,1:24.112,84112
12260,1000,839,52,12,1:23.184,83184
12230,1000,839,53,12,1:23.113,83113
12298,1000,839,54,12,1:23.316,83316
12239,1000,839,55,12,1:23.133,83133
12241,1000,839,56,12,1:23.141,83141
12211,1000,839,57,12,1:23.058,83058
12270,1000,839,58,12,1:23.225,83225
12307,1000,839,59,12,1:23.350,83350
12295,1000,839,60,12,1:23.305,83305
12271,1000,839,61,12,1:23.231,83231
12227,1000,839,62,12,1:23.099,83099
12166,1000,839,63,12,1:22.876,82876
12261,1000,839,64,12,1:23.187,83187
12428,1000,839,65,12,1:23.829,83829
12597,1000,839,66,13,1:24.467,84467
12322,1000,839,67,13,1:23.399,83399
12276,1000,839,68,13,1:23.260,83260
12250,1000,839,69,13,1:23.160,83160
12250,1000,839,70,13,1:23.160,83160
13104,1000,840,1,19,1:40.248,100248
13028,1000,840,2,19,1:28.049,88049
13022,1000,840,3,19,1:27.949,87949
13011,1000,840,4,19,1:27.530,87530
12980,1000,840,5,19,1:26.809,86809
13100,1000,840,6,17,1:39.897,99897
13024,1000,840,7,17,1:27.984,87984
12974,1000,840,8,17,1:26.753,86753
12965,1000,840,9,17,1:26.685,86685
12947,1000,840,10,17,1:26.472,86472
12940,1000,840,11,17,1:26.359,86359
12902,1000,840,12,17,1:25.946,85946
